Date,Channel,Retailer,Retailor,SKU, Unit Sold ,Rev,Category,Sub_Category
8/1/2026,Online,Naver,naver,BC251KRMT,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRSL,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FN100KRSD1,1,213545,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FN100KRWH,1,225364,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,WV210KR,1,127182,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,FN100KRGY1,1,213545,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,CI1000KR,1,126273,Ninja Motorized,Hand
8/1/2026,Online,Naver,naver,FN100KRSD1,1,227182,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA200KRBK,1,158091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FN100KRGY1,1,213545,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA050KR,1,103545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRIV,1,103545,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC600KRGY,1,444545,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA050KRGN,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BN300KR,1,104455,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process
8/1/2026,Online,Naver,naver,BC251KRNV,1,103545,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA221KR,1,259000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC151KRBK,1,103545,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRWH,1,158091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TB401KR,1,277182,Ninja Motorized,Kitchen
8/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,BC251KRLD,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC751KRLV,1,758182,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,LC350KRWH,1,543636,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process
8/1/2026,Online,Naver,naver,BC251KRLD,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,WV517KR,1,272636,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,LC751KRLV,1,712727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,CB350KR,1,181727,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,NC300KR,1,243636,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,FA050KR,1,103545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KRWH,2,148927,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRMT,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRNV,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRIV,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC600KRGY,1,452727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC751KRLV,1,770909,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA200KRWH,1,158091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,103545,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,CB350KR,1,181727,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,LC751KRLV,1,725455,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FN100KRSD1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,NC300KR,1,270909,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA200KRWH,1,163545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRIV,1,103545,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TF200SKR,1,317182,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,NC300KR,1,261818,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC151KREM,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC751KRLV,1,712727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,TF200SKRWH,1,304455,Shark Fan,Fan
8/1/2026,Online,Naver,naver,WV270KR,1,162636,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,TF200SKRWH,1,317182,Shark Fan,Fan
8/1/2026,Online,Naver,naver,WV517KR,1,263545,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,WV517KR,1,262636,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,2,144382,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC751KRLV,1,758182,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA050KRWH,2,148927,Shark Fan,Fan
8/1/2026,Online,Naver,naver,CB350KR,1,181727,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FN100KRSD1,1,217182,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,BC251KRGY,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FN100KRSD1,1,227182,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,NC300KR,1,262727,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,BR201KR,1,180818,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FN100KRSD1,1,226273,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,NC300KR,1,270909,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,FA050KRWH,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KR,2,148927,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRMT,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BR201KR,1,180818,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FA050KR,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,NJ1001KR,1,67182,Ninja Motorized,Food process
8/1/2026,Online,Naver,naver,WV270KR,1,162636,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,BN300KR,1,104455,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC350KRWH,1,590000,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA050KRGN,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRIV,1,103545,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,S8201KR,1,263545,Shark Floorcare,WD
8/1/2026,Online,Naver,naver,LC350KRWH,1,590000,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BR201KR,1,180818,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,CS151KRGDAE,1,535455,Shark Floorcare,CS
8/1/2026,Online,Naver,naver,NC300KR,1,261818,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,BC251KRGY,1,105364,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KRGN,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRIV,1,103545,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRNV,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,DB351KRGN,1,227182,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKR,1,318091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen
8/1/2026,Online,Naver,naver,FA050KRWH,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TB401KR,1,281727,Ninja Motorized,Kitchen
8/1/2026,Online,Naver,naver,AG551KR,1,390818,Ninja Heated,Grill
8/1/2026,Online,Naver,naver,BC251KRMT,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FN100KRSD1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,WV270KR,1,162636,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,FA200KRWH,1,163545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRMT,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,LC350KRWH,1,589091,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRGY,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,WD210KR,1,427182,Shark Floorcare,WD
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRWH,1,158091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TF200SKR,1,304545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC751KRLV,1,711818,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KR,1,107182,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,IW4271KRCP,1,808182,Shark Floorcare,Kion
8/1/2026,Online,Naver,naver,CB350KR,1,181727,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,NC300KR,1,262727,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA050KR,1,79009,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KRWH,1,79009,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRGY,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TB401KR,1,281727,Ninja Motorized,Kitchen
8/1/2026,Online,Naver,naver,BC251KRSL,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,2,148927,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KR,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KRGN,1,78100,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KRWH,1,78100,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRMT,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KRWH,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FN100KRWH,1,227182,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,TF200SKRWH,1,318091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,WV210KR,1,126273,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,WV270KR,1,163545,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,SFP701KR,1,363545,Ninja Heated,Combi
8/1/2026,Online,Naver,naver,FN100KRSD1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FN100KRGY1,1,227182,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,LC350KRWH,1,635455,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FN100KRSD1,1,227182,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA050KR,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRBK,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,LC600KRGY,1,444545,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,LC600KRGY,1,444545,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BC251KRLD,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KRWH,2,148927,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TF200SKR,1,318091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRSL,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA221KR,1,263545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRSL,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,WV517KR,1,263545,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA050KRWH,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FN100KRSD1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA200KRWH,1,163545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRMT,1,107182,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,2,158018,Shark Fan,Fan
8/1/2026,Online,Naver,naver,DB351KRPU,1,226273,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,WV270KR,1,163545,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BR201KR,1,180818,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,LC751KRLV,1,770909,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,TB401KR,1,281727,Ninja Motorized,Kitchen
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRIV,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,BR201KR,1,180818,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen
8/1/2026,Online,Naver,naver,BR201KR,1,181727,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,LC751KRLV,1,725455,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,NC300KR,1,262727,Ninja Motorized,Icecream
8/1/2026,Online,Naver,naver,LC751KRLV,1,762727,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BC251KRIV,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA200KRBK,1,163545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BN300KR,1,104455,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,CB350KR,1,181727,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,CS851KRMVAE,1,717273,Shark Floorcare,CS
8/1/2026,Online,Naver,naver,CI1001KR,1,99000,Ninja Motorized,Hand
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,CI1000KR,1,126273,Ninja Motorized,Hand
8/1/2026,Online,Naver,naver,LC351KRWH,1,726364,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,BR201KR,1,180818,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FN100KRWH,1,226273,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,BC251KRNV,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA221KR,1,263545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BC251KRNV,1,109000,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,2,148927,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,DB351KRPU,1,217182,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,FA050KR,1,108091,Shark Fan,Fan
8/1/2026,Online,Naver,naver,WV517KR,1,263545,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FN100KRSD1,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,FA050KRWH,1,109000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,LC751KRLV,1,717273,Shark Floorcare,FW
8/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan
8/1/2026,Online,Naver,naver,TB401KR,1,290818,Ninja Motorized,Kitchen
8/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
8/1/2026,Online,Naver,naver,CI1000KR,1,126273,Ninja Motorized,Hand
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,WV517KR,1,263545,Shark Floorcare,WV
8/1/2026,Online,Naver,naver,FA200KRWH,1,163545,Shark Fan,Fan
8/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi
8/1/2026,Online,Naver,naver,TF200SKRWH,1,309000,Shark Fan,Fan
8/1/2026,Online,Naver,naver,BN300KR,1,103545,Ninja Motorized,Trad
8/1/2026,Online,Naver,naver,FN100KRSD1,1,218091,Ninja Heated,Crispi
