Date,Channel,Retailer,Retailor,SKU, Unit Sold ,Rev,Category,Sub_Category
7/1/2026,Offline,Dept Store,Cosmo_Lotte dept,WV210KR,1,127182,Shark Floorcare,WV
7/1/2026,Offline,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,FA221KR,1,272636,Shark Fan,Fan
7/1/2026,Offline,Dept Store,Cosmo_Galleria dept,WD210KR,1,427182,Shark Floorcare,WD
7/1/2026,Offline,Dept Store,Cosmo_Hyundai dept,TF200SKR,1,363545,Shark Fan,Fan
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,QX201KR,1,299909,Ninja Motorized,Trad
7/1/2026,Offline,Dept Store,Cosmo_Lotte dept,FA200KRWH,2,454364,Shark Fan,Fan
7/1/2026,Offline,Costco,Cosmo_Costco Korea,WV250KR2,1,103200,Shark Floorcare,WV
7/1/2026,Offline,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
7/1/2026,Offline,Dept Store,Cosmo_Hyundai dept,S8201KR,1,272636,Shark Floorcare,WD
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,LC751KRLV,1,817273,Shark Floorcare,FW
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,BC251KRNV,1,136273,Ninja Motorized,Portable
7/1/2026,Offline,Dept Store,Cosmo_Hyundai dept,LC751KRLV,1,817273,Shark Floorcare,FW
7/1/2026,Offline,Dept Store,Cosmo_Hyundai dept,LC751KRLV,1,817273,Shark Floorcare,FW
7/1/2026,Offline,Dept Store,Cosmo_Lotte dept,BC251KRIV,1,136273,Ninja Motorized,Portable
7/1/2026,Offline,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
7/1/2026,Offline,Dept Store,Cosmo_Lotte dept,LC751KRLV,1,817273,Shark Floorcare,FW
7/1/2026,Offline,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,LC751KRLV,1,817273,Shark Floorcare,FW
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,BC251KRIV,1,136273,Ninja Motorized,Portable
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,LC751KRLV,1,817273,Shark Floorcare,FW
7/1/2026,Offline,Dept Store,Cosmo_Lotte dept,AG551KR,1,390818,Ninja Heated,Grill
7/1/2026,Offline,Dept Store,Cosmo_SSG dept,S8201KR,1,272636,Shark Floorcare,WD
7/1/2026,Offline,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
7/1/2026,Offline,Costco,Cosmo_Costco Korea,WV250KR2,1,103200,Shark Floorcare,WV
7/1/2026,Offline,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
7/1/2026,Offline,Costco,Cosmo_Costco Korea,CB400KR,32,6201920,Ninja Motorized,Kitchen
7/1/2026,Online,Naver,naver,NJ1001KR,1,46273,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,49736,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,50645,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,55364,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,56273,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,56273,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,56273,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,56273,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,56273,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,NJ1001KR,1,56273,Ninja Motorized,Food process
7/1/2026,Online,Naver,naver,BC151KRBK,1,67182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,67182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRNV,1,68555,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KREM,1,68555,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,68555,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,68555,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRNV,1,68555,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,68555,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,69464,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,72727,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRNV,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KREM,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KREM,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KREM,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KREM,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KREM,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KREM,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRCR,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRNV,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,76273,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRCR,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRWH,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRPR,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC151KRBK,1,77182,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,CI1001KR,1,89909,Ninja Motorized,Hand
7/1/2026,Online,Naver,naver,BN300KR,1,89909,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,CI1001KR,1,89909,Ninja Motorized,Hand
7/1/2026,Online,Naver,naver,BN300KR,1,89909,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,CI1001KR,1,90818,Ninja Motorized,Hand
7/1/2026,Online,Naver,naver,FA050KR,1,95464,Shark Fan,Fan
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRLD,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRNV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRNV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99000,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRIV,1,99000,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BN300KR,1,99909,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BN300KR,1,99909,Ninja Motorized,Trad
7/1/2026,Online,Naver,naver,BC251KRIV,1,99909,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,99909,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,FA050KR,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRWH,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KR,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRGN,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KR,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRWH,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KR,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRGN,1,104555,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRWH,1,105373,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KR,1,105373,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRWH,1,105373,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KR,1,105373,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRGN,1,105464,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRWH,1,105464,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRGN,1,105464,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KR,1,106282,Shark Fan,Fan
7/1/2026,Online,Naver,naver,FA050KRWH,1,106282,Shark Fan,Fan
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRNV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRIV,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRSL,1,108091,Ninja Motorized,Portable
7/1/2026,Online,Naver,naver,BC251KRLD,1,108091,Ninja Motorized,Portable
