Date,Channel,Retailer,Retailor,SKU, Unit Sold ,Rev,Category,Sub_Category,
9/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,72636,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,72636,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,72636,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,72636,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,72636,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,72636,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,BC151KRBK,1,108091,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BC151KREM,1,108091,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,CI1001KR,1,109000,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Naver,naver,CI1001KR,1,109000,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Naver,naver,BC151KRBK,1,109000,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BC151KRBK,1,109000,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,FA050KR,1,109000,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,BC151KRBK,1,109000,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BN300KR,1,117182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,BN300KR,1,117182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,BN300KR,1,117182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,BN300KR,1,118091,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,BN300KR,1,118091,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,WV210KR,1,122455,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,WV210KR,1,122455,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,WV210KR,1,123364,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,CI1000KR,1,126273,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Naver,naver,CI1000KR,1,126273,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Naver,naver,WV210KR,1,127182,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,CI1000KR,1,127182,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Naver,naver,CI1000KR,1,127182,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Naver,naver,BC251KRLD,1,135364,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BC251KRNV,1,135364,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BC251KRMT,1,135364,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BC251KRGY,1,135364,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BC251KRNV,1,136273,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BC251KRGY,1,136273,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,153545,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,153545,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,153545,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,153545,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,153545,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,154455,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,154455,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB151KR,1,154455,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,FA200KRWH,1,162636,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,FA200KRBK,1,163545,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,FA200KRBK,1,163545,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,TB201KR,1,168091,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,WV270KR,1,180818,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,FA050KRWH,1,180818,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,TB201KR,1,181727,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,FA050KR,1,181727,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,FA050KRWH,1,181727,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,WV270KR,1,181727,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,TB201KR,1,181727,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,WV270KR,1,181727,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,CB350KR,1,186273,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,CB350KR,1,190818,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,S8201KR,1,199909,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Naver,naver,S8201KR,1,199909,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Naver,naver,S8201KR,1,199909,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Naver,naver,AF181KR,1,199909,Ninja Heated,Airfry,Cooking Heated
9/1/2026,Online,Naver,naver,S8201KR,1,199909,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Naver,naver,S8201KR,1,199909,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Naver,naver,S8201KR,1,199909,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Naver,naver,FN100KRGY1,1,213545,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,BC151KRBK,2,218000,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,DB351KRGN,1,218091,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,DB351KRGN,1,218091,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,DB351KRPU,1,218091,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,DB351KRGN,1,218091,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRWH,1,226273,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRWH,1,226273,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRWH,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRWH,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,DB351KRGN,1,227182,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,TB301KR,1,263545,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,BC251KRNV,2,272545,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Naver,naver,TB301KR,1,272636,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,QX201KR,1,290818,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,TB401KR,1,302636,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,WV517KR,1,304455,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Naver,naver,TB401KR,1,306273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,SFP701KR,1,309000,Ninja Heated,Combi,Cooking Heated
9/1/2026,Online,Naver,naver,TF200SKR,1,309000,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,AG301KR,1,309000,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,TB401KR,1,309000,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,SFP701KR,1,309000,Ninja Heated,Combi,Cooking Heated
9/1/2026,Online,Naver,naver,TB401KR,1,309000,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,SFP701KR,1,318091,Ninja Heated,Combi,Cooking Heated
9/1/2026,Online,Naver,naver,TF200SKRWH,1,318091,Shark Fan,Fan,Home Environment
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,326364,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,334545,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,334545,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,AG551KR,1,335455,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Naver,naver,CS151KRGDAE,1,399091,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Naver,naver,CS151KRGDAE,1,399091,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Naver,naver,LC152KRIV,1,444545,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC152KRIV,1,444545,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,CS151KRGYAE,1,444545,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Naver,naver,LC152KRIV,1,444545,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,CS151KRGYAE,1,453636,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Naver,naver,LC150KRBL,1,530909,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC150KRBL,1,535455,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC350KRWH,1,590000,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,SFP701KR,2,636182,Ninja Heated,Combi,Cooking Heated
9/1/2026,Online,Naver,naver,CS851KRMVAE,1,717273,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Naver,naver,LC351KRWH,1,717273,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC351KRWH,1,717273,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC351KRWH,1,717273,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC351KRWH,1,726364,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,IW3241KR,1,771818,Shark Floorcare,Kion,Vacuum
9/1/2026,Online,Naver,naver,LC751KRLV,1,808182,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC751KRLV,1,808182,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC751KRLV,1,808182,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC751KRLV,1,817273,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,TB301KR,1,263545,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,FN100KRWH,1,226273,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,BN300KR,1,117182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,TB401KR,1,318091,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,LC351KRWH,1,717273,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,FN100KRWH,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,LC150KRBL,1,535455,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,BN800KR,1,236273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Naver,naver,NJ1001KR,1,71727,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Naver,naver,FN100KRGY1,1,218091,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Naver,naver,LC351KRWH,1,717273,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,LC152KRIV,1,444545,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Naver,naver,BN300KR,1,117182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Naver,naver,WV270KR,30,4062727,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Coupang,Coupang,NJ1001KR,487,23408900,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Coupang,Coupang,NC300KR,18,4295136,Ninja Motorized,Icecream,Frozen
9/1/2026,Online,Coupang,Coupang,BN300KR,51,5530455,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Coupang,Coupang,CS851KRMVAE,21,11594545,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Coupang,Coupang,IW3241KR,1,591864,Shark Floorcare,Kion,Vacuum
9/1/2026,Online,Coupang,Coupang,AG551KR,126,37469900,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Coupang,Coupang,LC351KRWH,19,10957455,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Coupang,Coupang,CI100KR,80,9806364,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Coupang,Coupang,BC151KRCR,7,501773,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,BC151KRNV,11,788500,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,BC151KRBK,70,5024145,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,AG301KR,14,3632818,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,Coupang,Coupang,BN800KR,12,2700409,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Coupang,Coupang,CB350KR,40,6279818,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Coupang,Coupang,CB151KR,12,1637364,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Coupang,Coupang,WV270KR,19,3002036,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Coupang,Coupang,WV210KR,49,5183091,Shark Floorcare,WV,Vacuum
9/1/2026,Online,Coupang,Coupang,HD434SLKR,-1,-269582,Shark Personal Care,Flex,Personal Care
9/1/2026,Online,Coupang,Coupang,SFP701KR,5,1323882,Ninja Heated,Combi,Cooking Heated
9/1/2026,Online,Coupang,Coupang,BR201KR,-1,-118091,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Coupang,Coupang,WD210KR,4,1300909,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Coupang,Coupang,S8201KR,14,2494545,Shark Floorcare,WD,Hardfloor
9/1/2026,Online,Coupang,Coupang,TB201KR,32,5476718,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Coupang,Coupang,TB401KR,32,8092227,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,Coupang,Coupang,HB150KR,2,550945,Ninja Motorized,Hot,Motorized
9/1/2026,Online,Coupang,Coupang,QX201KR,4,887273,Ninja Motorized,Trad,Motorized
9/1/2026,Online,Coupang,Coupang,LC150KRBL,5,2141582,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Coupang,Coupang,FA200KRBK,17,1982755,Shark Fan,Fan,Home Environment
9/1/2026,Online,Coupang,Coupang,FA200KRWH,52,6047809,Shark Fan,Fan,Home Environment
9/1/2026,Online,Coupang,Coupang,CS151KRGYAE,5,1722727,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Coupang,Coupang,IW4271KRCP,9,5890918,Shark Floorcare,Kion,Vacuum
9/1/2026,Online,Coupang,Coupang,BC251KRLD,53,5131845,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,BC251KRSL,36,3485145,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,CI1001KR,3,281236,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Coupang,Coupang,NJ1001KR,11,539555,Ninja Motorized,Food process,Motorized
9/1/2026,Online,Coupang,Coupang,CI1000KR,21,2276400,Ninja Motorized,Hand,Motorized
9/1/2026,Online,Coupang,Coupang,BC151KRPR,1,71682,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,BC151KREM,5,358409,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,LC751KRLV,69,43722727,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Coupang,Coupang,LC701KRBK,-1,-634545,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Coupang,Coupang,AF181KR,2,306545,Ninja Heated,Airfry,Cooking Heated
9/1/2026,Online,Coupang,Coupang,CS151KRGDAE,35,12027955,Shark Floorcare,CS,Vacuum
9/1/2026,Online,Coupang,Coupang,FA050KR,3,269055,Shark Fan,Fan,Home Environment
9/1/2026,Online,Coupang,Coupang,FA050KRGN,1,81918,Shark Fan,Fan,Home Environment
9/1/2026,Online,Coupang,Coupang,FA050KRWH,3,283236,Shark Fan,Fan,Home Environment
9/1/2026,Online,Coupang,Coupang,FN100KRWH,40,8302491,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Coupang,Coupang,FN100KRSD1,-1,-199891,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Coupang,Coupang,BC251KRIV,12,1184318,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,TF200SKRWH,46,13159273,Shark Fan,Fan,Home Environment
9/1/2026,Online,Coupang,Coupang,TF200SKR,5,1426000,Shark Fan,Fan,Home Environment
9/1/2026,Online,Coupang,Coupang,FN100KRGY1,25,5275436,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Coupang,Coupang,FN091KR,14,2809873,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,Coupang,Coupang,BU3641KR,1,514882,Shark Floorcare,Kion,Vacuum
9/1/2026,Online,Coupang,Coupang,DB351KRBL3,2,418000,Ninja Motorized,Portable,Motorized
9/1/2026,Online,Coupang,Coupang,LC152KRIV,4,1717855,Shark Floorcare,FW,Vacuum
9/1/2026,Online,Coupang,Coupang,WV517KR,3,837945,Shark Floorcare,WV,Vacuum
9/1/2026,Online,other Online malls,other Online malls,IW3241KR,1,690000,Shark Floorcare,Kion,Vacuum
9/1/2026,Online,other Online malls,other Online malls,TB401KR,1,318091,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,other Online malls,other Online malls,AG551KR,1,327182,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,CB151KR,1,127182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,TB401KR,1,318091,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,other Online malls,other Online malls,CB151KR,1,127182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,IW4271KRCP,1,817273,Shark Floorcare,Kion,Vacuum
9/1/2026,Online,other Online malls,other Online malls,CB151KR,1,127182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,WV210KR,1,109000,Shark Floorcare,WV,Vacuum
9/1/2026,Online,other Online malls,other Online malls,FA200KRWH,1,227182,Shark Fan,Fan,Home Environment
9/1/2026,Online,other Online malls,other Online malls,WV270KR,1,181727,Shark Floorcare,WV,Vacuum
9/1/2026,Online,other Online malls,other Online malls,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,BC251KRIV,1,136273,Ninja Motorized,Portable,Motorized
9/1/2026,Online,other Online malls,other Online malls,BN300KR,1,118091,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,BN300KR,2,236182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,CI100KR,1,127182,Ninja Motorized,Hand,Motorized
9/1/2026,Online,other Online malls,other Online malls,FN100KRWH,1,209000,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,DB351KRBL3,1,226364,Ninja Motorized,Portable,Motorized
9/1/2026,Online,other Online malls,other Online malls,FN100KRWH,1,209000,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,WV210KR,1,109000,Shark Floorcare,WV,Vacuum
9/1/2026,Online,other Online malls,other Online malls,CS151KRGYAE,1,418091,Shark Floorcare,CS,Vacuum
9/1/2026,Online,other Online malls,other Online malls,FA200KRWH,1,227182,Shark Fan,Fan,Home Environment
9/1/2026,Online,other Online malls,other Online malls,CB151KR,1,154455,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,BN300KR,1,118091,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,BC151KREM,1,90000,Ninja Motorized,Portable,Motorized
9/1/2026,Online,other Online malls,other Online malls,FA200KRWH,1,227182,Shark Fan,Fan,Home Environment
9/1/2026,Online,other Online malls,other Online malls,FN100KRWH,1,209000,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,FN100KRWH,1,209000,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,FN100KRWH,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,AG551KR,1,327182,Ninja Heated,Grill,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,CS151KRGYAE,1,418091,Shark Floorcare,CS,Vacuum
9/1/2026,Online,other Online malls,other Online malls,FN100KRWH,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,FA200KRWH,1,227182,Shark Fan,Fan,Home Environment
9/1/2026,Online,other Online malls,other Online malls,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,TB201KR,1,227182,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,BC251KRIV,1,109000,Ninja Motorized,Portable,Motorized
9/1/2026,Online,other Online malls,other Online malls,DB351KRBL3,1,217273,Ninja Motorized,Portable,Motorized
9/1/2026,Online,other Online malls,other Online malls,BN300KR,1,118091,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,CB151KR,1,154455,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,CI100KR,1,127182,Ninja Motorized,Hand,Motorized
9/1/2026,Online,other Online malls,other Online malls,FN100KRWH,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,FA050KRWH,1,99091,Shark Fan,Fan,Home Environment
9/1/2026,Online,other Online malls,other Online malls,CB350KR,1,199909,Ninja Motorized,Trad,Motorized
9/1/2026,Online,other Online malls,other Online malls,FA200KRWH,1,227182,Shark Fan,Fan,Home Environment
9/1/2026,Online,other Online malls,other Online malls,BN800KR,1,236273,Ninja Motorized,Kitchen,Motorized
9/1/2026,Online,other Online malls,other Online malls,LC701KRBK,1,780909,Shark Floorcare,FW,Vacuum
9/1/2026,Online,other Online malls,other Online malls,CI100KR,1,127182,Ninja Motorized,Hand,Motorized
9/1/2026,Online,other Online malls,other Online malls,WV270KR,1,181727,Shark Floorcare,WV,Vacuum
9/1/2026,Online,other Online malls,other Online malls,SFP701KR,1,281727,Ninja Heated,Combi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,FA200KRBK,1,227182,Shark Fan,Fan,Home Environment
9/1/2026,Online,other Online malls,other Online malls,BC251KRIV,1,136273,Ninja Motorized,Portable,Motorized
9/1/2026,Online,other Online malls,other Online malls,FN100KRGY1,1,227182,Ninja Heated,Crispi,Cooking Heated
9/1/2026,Online,other Online malls,other Online malls,DB351KRGN,1,226364,Ninja Motorized,Portable,Motorized
